어항명,보고서경도,보고서위도,경도,위도,주소,비고
월령항,126,33,,,제주특별자치도 제주시 한림읍 월령3길 36,
미수동항,126,33,,,제주특별자치도 제주시 애월읍 하귀미수동길 77,
가문동항,126,33,,,제주특별자치도 제주시 애월읍 가문동길 77,
구엄항,126,33,,,제주특별자치도 제주시 애월읍 구엄4길 43,
신엄항,126,33,,,제주특별자치도 제주시 애월읍 엄장로 184,
고내항,126,33,,,제주특별자치도 제주시 애월읍 고내5길 4,
곽지항,126,33,,,제주특별자치도 제주시 애월읍 곽지11길 27,
금성항,126,33,,,제주특별자치도 제주시 애월읍 금성1길 30,
하도항,33,33,,,제주특별자치도 제주시 구좌읍 해맞이해안로 1708,
평대항,126,33,,,제주특별자치도 제주시 구좌읍 해맞이해안로 1155,
한동항,126,33,,,제주특별자치도 제주시 구좌읍 해맞이해안로 990,
행원항,126,33,,,제주특별자치도 제주시 구좌읍 행원로7길 23,
월정항,126,33,,,제주특별자치도 제주시 구좌읍 해맞이해안로 428,
동김녕항,126,33,,,제주특별자치도 제주시 구좌읍 김녕로17길 25,
동복항,126,33,,,제주특별자치도 제주시 구좌읍 동복로3길 21,
북촌항,126,33,,,제주특별자치도 제주시 조천읍 북촌리7길 37,
함덕항,126,33,,,제주특별자치도 제주시 조천읍 조함해안로 441,
신촌항,126,33,,,제주특별자치도 제주시 조천읍 신촌3길 39,
신흥항,126,33,,,제주특별자치도 제주시 조천읍 조함해안로 329,
판포항,126,33,,,제주특별자치도 제주시 한경면 일주서로 4549,
두모항,126,33,,,제주특별자치도 제주시 한경면 두모5길,
용당항,126,33,,,제주특별자치도 제주시 한경면 용수리 3895-1,
용수항,126,33,,,제주특별자치도 제주시 한경면 용수3길 24,
삼양1동항,126,33,,,제주특별자치도 제주시 서흘1길 71,
삼양3동항,126,33,,,제주특별자치도 제주시 벌렁길 82,
용담3동항,126,33,,,제주특별자치도 제주시 용담삼동 1064-14,
도두사수항,126,33,,,제주특별자치도 제주시 도리로 254,
이호1동항,126,33,,,제주특별자치도 제주시 서해안로 99,
이호현사항,126,33,,,제주특별자치도 제주시 테우해안로 144,
내도항,126,33,,,제주특별자치도 제주시 내도1길 24,
외도연대항,126,33,,,제주특별자치도 제주시 외도이동 1956-52,
신도항,126,33,,,제주특별자치도 서귀포시 대정읍 신도리 3135-1,
산이수동항,126,33,,,제주특별자치도 서귀포시 대정읍 상모리 130-10,
남원항,126,33,,,제주특별자치도 서귀포시 남원읍 남원리 91-14,
신흥항,126,33,,,제주특별자치도 서귀포시 남원읍 신흥리 135-5,
태흥3항,126,33,,,제주특별자치도 서귀포시 남원읍 태흥리 62-29,
신산항,126,33,,,제주특별자치도 서귀포시 성산읍 신산리 565-10,
온평항,126,33,,,제주특별자치도 서귀포시 성산읍 온평리 1001-4,
대평항,126,33,,,제주특별자치도 서귀포시 안덕면 감산리 982-6,
세화항,126,33,,,제주특별자치도 서귀포시 표선면 세화리 1500-62,
하천항,126,33,,,제주특별자치도 서귀포시 표선면 하천리 71-4,
신호항,128,35,,,부산광역시 강서구 신호산단1로 54(신호동) 일원,
순아항,128,35,,,부산광역시 강서구 명지동 627-27일원,
대항새바지항,128,35,,,부산광역시 강서구 대항동 24-4일원,
신전항,128,35,,,부산광역시 강서구 명지동 2033-15일원,
암남항,129,35,,,부산광역시 서구 암남동 135-22 일원,
장림항,128,35,,,부산광역시 사하구 사하구 장림동 1092번지 일원,
중동항,129,35,,,부산광역시 기장군 기장읍 문동리 293-5일원,
동암항,129,35,,,부산광역시 기장군 기장읍 시랑리 62-20일원,
공수항,129,35,,,부산광역시 기장군 기장읍 시랑리 545-11일원,
이천항,129,35,,,부산광역시 기장군 일광면 이천리 395-19일원,
영종항,126,37,,,인천광역시 중구 중산동 1-39,
덕교항,126,37,,,인천광역시 중구 덕교동 103-14,
소무의항,126,37,,,인천광역시 중구 무의동 998-13,
예단포항,126,37,,,인천광역시 중구 운북동 1264-2,
삼목항,126,37,,,인천광역시 중구 운서동 2828-1,
세어도항,126,37,,,인천광역시 서구 원창동 345번지,
남동항,126,37,,,인천광역시 남동구 논현동66-52 ,
황산도항,126,37,,,인천광역시 강화군 길상면 초지리1331-19,
선두4리항,126,37,,,인천광역시 강화군 길상면 선두리1336-6,
분오리항,126,37,,,인천광역시 강화군 화도면 사기리520-12,
더리미항,126,37,,,인천광역시 강화군 선원면 신정리12-33,
건평항,126,37,,,인천광역시 강화군 양도면 건평리623-22,
서두물항,126,37,,,인천광역시 강화군 길상면 동검리109-2,
초지항,126,37,,,인천광역시 강화군 길상면 초지리616-38,
뱃말항,126,37,,,인천광역시 옹진군 영흥면 선재리 96-1,
장촌항,124,37,,,인천광역시 옹진군 백령면 남포리 산 282-1,
중화동항,124,37,,,인천광역시 옹진군 백령면 연화리 산 2-3,
서포리항,126,37,,,인천광역시 옹진군 덕적면 서포리 95-1,
지도항,126,37,,,인천광역시 옹진군 덕적면 백아리 산 164-6,
신도2리항,126,37,,,인천광역시 옹진군 북도면 신도리 523-58,
옹암항,126,37,,,인천광역시 옹진군 북도면 장봉리 20-17,
고봉포항,124,37,,,인천광역시 옹진군 백령면 진촌리 산 158-1,
도우항,126,37,,,인천광역시 옹진군 덕적면 진리 86-3,
소야리항,126,37,,,인천광역시 옹진군 덕적면 소야리 598-2,
문갑항,126,37,,,인천광역시 옹진군 덕적면 문갑리 74-15,
달바위항,126,37,,,인천광역시 옹진군 자월면 자월리 306-9,
승봉항,126,37,,,인천광역시 옹진군 자월면 승봉리 824-20,
대이작항,126,37,,,인천광역시 옹진군 자월면 이작리 760-7,
소이작항,126,37,,,인천광역시 옹진군 자월면 이작리 44-7,
굼바우항,129,35,,,울산광역시 북구 신명동 270-7,
신명항,129,35,,,울산광역시 북구 신명동 270-8,
제전항,129,35,,,울산광역시 북구 구유동 127-13,
어물항,129,35,,,울산광역시 북구 어물동 1340-4,
진하항,129,35,,,울산광역시 울주군 서생면 진하리 410,
평동항,129,35,,,울산광역시 울주군 서생면 대송리 51-13,
신리항,129,35,,,울산광역시 울주군 서생면 신암리 315-13,
송정항,129,35,,,울산광역시 울주군 서생면 대송리 339-8,
대송항,129,35,,,울산광역시 울주군 서생면 대송리 1-10,
강양항,129,35,,,울산광역시 울주군 온산읍 강양리 899-1,
백미항,126,37,,,경기도 화성시 서신면 서신면 백미길 210-34,
송교항,126,37,,,경기도 화성시 서신면 송교리 748-7 인근,
매향2항,126,37,,,경기도 화성시 우정읍 궁평항로 400,
국화항,126,37,,,경기도 화성시 우정읍 국화길 2,
입파항,126,37,,,경기도 화성시 우정읍 국화리 134,
고온항,126,37,,,경기도 화성시 우정면 매향리 945-21인근,
도리도항,126,37,,,경기도 화성시 서신면 백미리 779,
고양항,126,37,,,경기도 김포시 월곶면 고양리 211-17,
신안항,126,37,,,경기도 김포시 대곶면 송마리 1177-1,
선감항,126,37,,,경기도 안산시 단원구 개건너길 78,
구봉항,126,37,,,경기도 안산시 단원구 구봉길 240,
행낭곡항,126,37,,,경기도 안산시 단원구 고랫부리길 178,
안인진항,128,37,,,강원도 강릉시 강동면 안인진리 300-27,
정동항,129,37,,,강원도 강릉시 강동면 정동진리 50-12,
심곡항,129,37,,,강원도 강릉시 강동면 심곡리 157-1,
대진항,129,37,,,강원도 동해시 대진항길 46(대진동 204-6),
어달항,129,37,,,강원도 강릉시 일출로 230(어달동 190),
천곡항,129,37,,,강원도 강릉시 천곡동 10-3,
장사항,128,38,,,강원도 속초시 장사동 548-4,
설악항,128,38,,,강원도 속초시 대포동 178-74,
대진항,129,37,,,강원도 삼척시 근덕면 동막리 104-8,
갈남항,129,37,,,강원도 삼척시 원덕읍 갈남리 99-20,
노곡항,129,37,,,강원도 삼척시 원덕읍 노곡리 43-15,
후진항,128,38,,,강원도 삼척시 교동 347-1,
광진항,129,37,,,강원도 삼척시 교동 50-1,
용화항,129,37,,,강원도 삼척시 근덕면 용화리 8-4,
비화항,129,37,,,강원도 삼척시 원덕읍 노곡4리,
월천항,129,37,,,강원도 삼척시 원덕읍 월천리 산 102-4,
후진항,128,38,,,강원도 양양군 강현면 용호리 4-13,
낙산항,128,38,,,강원도 양양군 강현면 전진리 3-13,
오산항,128,38,,,강원도 양양군 손양면 오산리 1-4,
인구항,128,37,,,강원도 양양군 현남면 인구리 1-104,
초도항,128,38,,,강원도 고성군 현내면 초도항길92-1,
반암항,128,38,,,강원도 고성군 거진읍 반암리1-4,
개목항,126,36,,,충청남도 태안군 소원면 의항리276-2,
당암항,126,36,,,충청남도 태안군 남면 한바위길 54-5,
연포항,126,36,,,충청남도 태안군 근흥면 도황리 1525-221,
정산포항,126,36,,,충청남도 태안군 근흥면 정죽리 285-3,
청산항,126,36,,,충청남도 태안군 원북면 청산리 87-13,
황도항,126,36,,,충청남도 태안군 안면읍 황도리 8-37,
황포항,126,36,,,충청남도 태안군 안면읍 중신로 516,
황골항,126,36,,,충청남도 태안군 근흥면 도황리 산351,
의점포항,126,36,,,충청남도 태안군 고남면 고남리 1862-4,
가경주항,126,36,,,충청남도 태안군 고남면 고남리 474-2,
탄개포항,126,36,,,충청남도 태안군 고남면 고남리 190-20,
대야도항,126,36,,,충청남도 태안군 안면읍 중장리 1440-4,
죽도항,126,36,,,충청남도 보령시 남포면 월전리 843-61,
학성항,126,36,,,충청남도 보령시 천북면 학성리 617-7,
사호항,126,36,,,충청남도 보령시 천북면 사호리 573-3,
오봉산항,126,36,,,충청남도 보령시 오천면 원산도리 1671-2,
웅도항,126,36,,,충청남도 서산시 대산읍 웅도리 산45,
도성항,126,36,,,충청남도 서산시 지곡면 도성리 296-22,
호리항,126,36,,,충청남도 서산시 팔봉면 호리 산1,
우도항,126,36,,,충청남도 서산시 지곡면 중앙리 647-52,
고파도항,126,36,,,충청남도 서산시 팔봉면 고파도리 211-5,
중왕항,126,36,,,충청남도 서산시 지곡면 중왕리 196-14,
벌말항,126,36,,,충청남도 서산시 대산읍 오지리338-49,
왕산항,126,36,,,충청남도 서산시 지곡면 중왕리 580-6,
왜목항,126,37,,,충청남도 당진시 석문면 교로리 844-75,
도비도항,126,37,,,충청남도 당진시 석문면 난지도리 568,
용무치항,126,37,,,충청남도 당진시 석문면 용무치길 9-24,
마섬항,126,37,,,충청남도 당진시 석문면 장고항리1128,
송림항,126,36,,,충청남도 서천군 장항읍 송림리 704-4,
장포항,126,36,,,충청남도 서천군 비인면 장포리 138-30,
월포항,126,36,,,충청남도 서천군 마서면 월포리 470-6,
도청항,126,35,,,전라북도 부안군 변산면 도청리 577-7,
모항항,126,35,,,전라북도 부안군 변산면 도청리 9-9,
왕포항,126,35,,,전라북도 부안군 진서면 운호리 200-20,
대리항,126,35,,,전라북도 부안군 위도면 대리 281-29,
벌금항,126,35,,,전라북도 부안군 위도면 진리 334-1,
야미도항,126,35,,,전라북도 군산시 옥도면 야미도리 153,
죽도항,126,36,,,전라북도 군산시 옥도면 죽도리 20,
선유1구항,126,35,,,전라북도 군산시 옥도면 선유도리 393-2,
선유2구항,126,35,,,전라북도 군산시 옥도면 선유도리 480,
무녀도1구항,126,35,,,전라북도 군산시 옥도면 무녀도리 산 132,
장자도항,126,35,,,전라북도 군산시 옥도면 장자도1길 10,
관리도항,126,35,,,전라북도 군산시 옥도면 관리도리 84,
명도항,126,35,,,전라북도 군산시 옥도면 명도길 3,
두리도항,126,35,,,전라북도 군산시 옥도면 두리도리 48,
신시도항,126,35,,,전라북도 군산시 옥도면 신시도리 258,
신치항,126,35,,,전라북도 군산시 옥도면 신시도리 253,
신기항,127.74,34.6,127.7408,34.6025,전라남도 여수시 돌산읍 신복리 1111-14,
서외항,127,34,,,전라남도여수시돌산읍 군내리 1072-25,
임포항,127,34,,,전라남도 여수시 돌산읍 율림리 1-14,
작금항,127,34,,,전라남도 여수시 돌산읍 금성리 449-6,
금천항,127,34,,,전라남도 여수시 돌산읍 금봉리 1475-23,
항대항,127,34,,,전라남도 여수시 돌산읍 금봉리 1540-17,
모장항,127,34,,,전라남도 여수시 돌산읍 평사리 991-13,
평사항,127,34,,,전라남도 여수시 돌산읍 평사리 1145-19,
백아리1(부대)항,125.95,37.08,125.954,37.0863,인천 옹진군 덕적면 백아리,
호미곶항,,,129.560637,36.081591,경상북도 포항시 남구 호미곶면 구만길 292,
백아리2(학교)항,125.96,37.08,125.9601,37.0825,인천 옹진군 덕적면 백아리,
잠진항,126.41,37.41,126.4148,37.4165,인천 중구 덕교동,
넛출항,126.51,37.25,126.5126,37.2547,인천 옹진군,
수룡항,126.48,26.51,126.4827,36.5157,충남 홍성군 서부면 신리,
농바우끝항,,,,,전남 완도군 노화읍,
마삭도항,,,,,전남 완도군 노화읍 삭,
모곡항,129.51,35.82,129.5113,35.8269,경상북도 경주시 감포읍 오류리 187-10,
마안도항,,,,,전라남도 완도군 노화읍 내리,
후장구도항,,,,,전라남도 완도군 노화읍 내리,
어룡도항,,,,,전라남도 완도군 노화읍 어룡리,
오천항(전남),,,127.21324,34.434479,전라남도 고흥군 금산면 거금일주로 1605,신규
동암항,,,128.454911,34.86784,경상남도 통영시 용남면 동달리,국가어항 지정해제(2007)
개야도항,,,126.5575,36.033824,전라북도 군산시 옥도면 개야도길 7,
송도항,126.2,35.04,126.201882,35.044256,전라남도 신안군 지도읍 송도2길 66,
장목항,,,128.680648,34.990314,경상남도 거제시 장목면 장목7길 21-1,
진두항,,,126.50058,37.25454,인천광역시 옹진군 영흥면 영흥북로 34,
진산항,,,,,충청남도 태안군 남면 몽산리 469-1,
죽고지항,,,,,충청남도 태안군 고남면 누동리 1784,
장돌포항,,,,,충청남도 태안군 고남면 장고리 산18-1,
만수동항,,,,,충청남도 태안군 고남면 고남리 268-63,
장곰항,,,,,충청남도 태안군 고남면 누동리 1505-3,
곰섬항,,,,,충청남도 태안군 남면 신온리 900-1,
뒷장벌항,,,,,충청남도 태안군 소원면 파도길 63-12,
내리항,,,,,충청남도 태안군 이원면 원이로 2444-6,
당산항,,,,,충청남도 태안군 이원면 당산리 29-3,
추도항,,,,,충청남도 보령시 오천면 효자도리 559,
허육도항,,,,,충청남도 보령시 오천면 효자도리 19,
월도항,,,,,충청남도 보령시 오천면 효자도리 633-1,
육도항,,,,,충청남도 보령시 오천면 효자도리 485-1,
소도항,,,,,충청남도 보령시 오천면 효자도리 586-2,
저두항,,,,,충청남도 보령시 오천면 원산도리 50-7,
진고지항,,,,,충청남도 보령시 오천면 원산도리 340-2,
초전항,,,,,충청남도 보령시 오천면 원산도리 1732-1,
밤섬항,,,,,충청남도 보령시 오천면 삽시도리 41-5,
명덕항,,,,,충청남도 보령시 오천면 효자도리 2,
분점도항,,,,,충청남도 서산시 지곡면 중앙리 968,
죽도항,126.43,36.52,126.4394,36.5206,충청남도 홍성군 서부면 죽도리 58,
내파수도항,,,,,충청남도 태안군 안면읍 내파수도길1,
외도항,,,,,충청남도 태안군 안면읍 승언리 3266-2,
소난지도항,,,,,충청남도 당진시 석문면 난지도리 373,
죽막항,,,,,전라북도 부안군 변산면 격포리,
작당항,,,,,전라북도 부안군 진서면 운호리,
죽도항,,,,,전라북도 고창군 부안면 봉암리,
진리항,,,,,전라북도 부안군 위도면 진리,
치도항,,,,,전라북도 부안군 위도면 치도리,
하왕등도항,,,,,전라북도 부안군 위도면 하왕등도리,
전막항,,,,,전라북도 부안군 위도면 대리,
정금항,,,,,전라북도 부안군 위도면 정금리,
거륜항,,,,,전라북도 부안군 위도면 거륜도리,
삽진항,,,,,전라남도 목포시 연산동,
신월4통항,,,,,전라남도 여수시 신월동,
안산항,,,,,전라남도 여수시 안산동,
소호항,,,,,전라남도 여수시 소호동,
소제항,,,,,전라남도 여수시 소호동,
송소항,,,,,전라남도 여수시 소호동,
반월항,,,,,전라남도 여수시 율촌면 반월리,
달천항,,,,,전라남도 여수시 소라면 복산리,
궁항항,,,,,전라남도 여수시 소라면 사곡리,
하복항,,,,,전라남도 여수시 소라면 사곡리,
광암항,,,,,전라남도 여수시 율촌면 봉전리,
소뎅이항,,,,,전라남도 여수시 율촌면 봉전리,
두랭이항,,,,,전라남도 여수시 율촌면 상봉리,
수문등항,,,,,전라남도 여수시 소라면 현천리,
오천항,,,,,전라남도 여수시 화양면 이천리,
이천항,,,,,전라남도 여수시 화양면 이천리,
중촌항,,,,,전라남도 여수시 화양면 이천리,
인기미항,,,,,전라남도 여수시 화양면 이천리,
마상항,,,,,전라남도 여수시 화정면 옥적리,
기밀개항,,,,,전라남도 여수시 화정면 옥적리,
대서이항,,,,,전라남도 여수시 화양면 이목리,
소서이항,,,,,전라남도 여수시 화양면 이목리,
서연항,,,,,전라남도 여수시 화양면 이목리,
벌가항,,,,,전라남도 여수시 화양면 이목리,
공정뒷항,,,,,전라남도 여수시 화양면 장수리,
공정앞항,,,,,전라남도 여수시 화양면 장수리,
자매항,,,,,전라남도 여수시 화양면 장수리,
수문등항,,,,,전라남도 여수시 화양면 장수리,
장척항,,,,,전라남도 여수시 화양면 장수리,
장등항,,,,,전라남도 여수시 화양면 장수리,
구심이항,,,,,전라남도 여수시 화양면 안포리,
힛도항,,,,,전라남도 여수시 화양면 안포리,
삼섬항,,,,,전라남도 여수시 화양면 안포리,
석개항,,,,,전라남도 여수시 화양면 안포리,
원포항,,,,,전라남도 여수시 화양면 안포리,
안정항,,,,,전라남도 여수시 화양면 안포리,
굴구지항,,,,,전라남도 여수시 화양면 나진리,
발통금항,,,,,전라남도 여수시 화양면 나진리,
송학항,,,,,충청남도 보령시 주교면 송학리 994-2,
고정항,,,,,충청남도 보령시 주교면 고정리 367-1,
난장이항,,,,,전라남도 여수시 화양면 나진리,
참새끼미항,,,,,전라남도 여수시 화양면 나진리,
정당항,,,,,충청남도 태안군 안면읍 정당리 1511,
미개항,,,,,충청남도 태안군 안면읍 창기리 416-65,
세포항,,,,,전라남도 여수시 화양면 안포리,
예교항,,,,,전라남도 여수시 돌산읍 신복리,
양지항,,,,,전라남도 여수시 돌산읍 율림리,
음지항,,,,,전라남도 여수시 돌산읍 율림리,
하리항,129.081022,35.070208,129.081022,35.070208,부산광역시 영도구 동삼동 1182,하리항
오이도항,126.685065,37.346082,126.685065,37.346082,경기도 시흥시 정왕동 2063,오이도항
원평항,125.908331,34.780697,125.908331,34.780697,전라남도 신안군 비금면 신원리,원평항
오천항,127,34,,,전라남도 고흥군 금산면 오천리 133-1,
홍티항,128.95,35.06,128.9567,35.0617,부산 사하구 다대동,
웅천항,,,,,전남 여수시 운천동,
대포항(경남),128,34,128.040039,34.98978,경상남도 사천시 대포길 255,
곡용포항,128.55,34.75,128.5535,34.7535,경상남도 통영시 한산면 추봉로 554,
눌차항,128,35,,,부산광역시 강서구 가덕해안로2번길 292,
두룽개항,127,34,,,전라남도 여수시 돌산읍 평사리 283-8,
월전포항,127,34,,,전라남도 여수시 돌산읍 우두리 59-8,
상동항,127,34,,,전라남도 여수시 돌산읍 우두리 산72-4,
진목항,127,34,,,전라남도 여수시 돌산읍 우두리 산226-1,
굴전항,127,34,,,전라남도 여수시 돌산읍 평사리 산250-1,
독정항,127,34,,,전라남도 여수시 남면 화태리 444-73,
송고항,127,34,,,전라남도 여수시 남면 유송리 653-9,
대유항,127,34,,,전라남도 여수시 남면 유송리 213-5,
장지항,127,34,,,전라남도 여수시 남면 심장리 143-4,
안도항,127,34,,,전라남도 여수시 남면 안도리 936-4,
심포항,127,34,,,전라남도 여수시 남면 심장리 754-2,
역포항,127,34,,,전라남도 여수시 남면 연도리 905-5,
대두라항,127,34,,,전라남도 여수시 남면 두라리 307,
월호항,127,34,,,전라남도 여수시 화정면 월호리 209-9,
화산항,127,34,,,전라남도 여수시 화정면 개도리 1864-8,
여석항,127,34,,,전라남도 여수시 화정면 개도리 1444-7,
제도항,127,34,,,전라남도 여수시 화정면 제도리 276-8,
적금항,127,34,,,전라남도 여수시 화정면 적금리 294-7,
대동항,127,34,,,전라남도 여수시 화정면 여자리 742-7,
송여자항,127,34,,,전라남도 여수시 화정면 여자리 197-8,
모전항,127,34,,,전라남도 여수시 화정면 개도리 1477-1,
백야항,127,34,,,전라남도 여수시 화정면 백야리 41-3,
유촌항,127,34,,,전라남도 여수시 삼산면 동도리 961-4,
죽촌항,127,34,,,전라남도 여수시 삼산면 동도리 1578-5,
진막항,127,34,,,전라남도 여수시 삼산면 초도리 산108,
외동항,127,34,,,전라남도 여수시 경호동 500-25,
내동항,127,34,,,전라남도 여수시 경호동 717-1,
오복항,127,34,,,전라남도 여수시 경호동 8-11,
소경도항,127,34,,,전라남도 여수시 경호동 859-3,
섬달천항,127,34,,,전라남도 여수시 소라면 복산리 2086-9,
진목항,127,34,,,전라남도 여수시 소라면 사곡리 1106-5,
봉전항,127,34,,,전라남도 여수시 율촌면 봉전리 179-1,
감도항,127,34,,,전라남도 여수시 화양면 이천리 630-6,
이목항,127,34,,,전라남도 여수시 화양면 이목리 1415-6,
가정항,127,34,,,전라남도 여수시 화양면 이목리 552-7,
호두항,127,34,,,전라남도 여수시 화양면 용주리 457-6,
고내항,127,34,,,전라남도 여수시 화양면 용주리 595-7,
집앞개항,127,34,,,전라남도 여수시 화양면 안포리 189-9,
오천항,127,34,,,전라남도 여수시 오천동 128-2,
만흥항,127,34,,,전라남도 여수시 만흥동 111-7,
소치항,127,34,,,전라남도 여수시 신덕동 604-2,
신덕항,127,34,,,전라남도 여수시 신덕동 666,
송도동편항,127,34,,,전라남도 여수시 돌산읍 군내리 1421-8,
용두항,127,34,,,전라남도 순천시 별량면 구룡리 6-8,
거차항,127,34,,,전라남도 순천시 별량면 마산리 498-5,
와온항,127,34,,,전라남도 순천시 해룡면 상내리 614-5,
대대항,127,34,,,전라남도 순천시 대대동 184-23,
장양항,127,34,,,전라남도 보성군 벌교읍 장양리 114-5,
대포항,127,34,,,전라남도 보성군 벌교읍 대포리 234-6,
예당항,127,34,,,전라남도 보성군 득량면 예당리 2859,
해평항,127,34,,,전라남도 보성군 득량면 해평리 36-12,
청암항,127,34,,,전라남도 보성군 득량면 비봉리 551-11,
선소항,127,34,,,전라남도 보성군 득량면 비봉리 595-7,
객산항,127,34,,,전라남도 보성군 회천면 객산리 220-35,
서당항,127,34,,,전라남도 보성군 회천면 서당리 35-2,
군농항,127,34,,,전라남도 보성군 회천면 군농리 793-5,
동율항,127,34,,,전라남도 보성군 회천면 동율리 503-31,
군학항 ,127,34,,,전라남도 보성군 회천면 전일리 697-5,
함평항,126,35,,,전라남도 함평군 손불면 학산리 1013-63,
마동항,126,34,,,전라남도 무안군 삼향면 왕산리 1107-8,
복길항,126,34,,,전라남도 무안군 청계면 복길리 470-5,
구로항,126,34,,,전라남도 무안군 청계면 구로리 715-20,
장재항,126,35,,,전라남도 무안군 망운면 목서리 839-54,
송현항,126,35,,,전라남도 무안군 망운면 송현리 1070-9,
신월항,126,34,,,전라남도 무안군 운남면 내리 1004-5,
남촌항,126,34,,,전라남도 무안군 운남면 성내리 1046-7,
월두항,126,35,,,전라남도 무안군 현경면 용정리 산5,
닭머리항,126,35,,,전라남도 무안군 해제면 대사리 380-1,
내장항,126,34,,,전라남도 해남군 송지면 어란리 77-3,
한자산소항,126,34,,,전라남도 해남군 황산면 한자리 716-12,
대신항,126,35,,,전라남도 영광군 백수읍 대신리 914,
향화도항,126,35,126.35978,35.168614,전라남도 영광군 염산면 옥실리 1106-34,
장흥노력항,126.96,34.44,126.9653,34.4456,전라남도 장흥군 회진면 덕산리 2107-25,
일정항,126,34,,,전라남도 완도군 금일읍 장정리 703-16,
동천항,126,34,,,전라남도 완도군 노화읍 동천리 1163-2,
국화항,126,34,,,전라남도 완도군 청산면 국산리 929-12,
내동항,126,34,,,전라남도 완도군 신지면 월양리 1232-7,
당인항,126.65,34.32,126.6556,34.3292,전라남도 완도군 군외면 당인리 182-18,
용출항,126,34,,,전라남도 완도군 생일면 봉선리 384-13,
청별항,126,34,,,전라남도 완도군 보길면 부황리 22-2,
충무항,126,34,,,전라남도 완도군 고금면 덕동리 697,
청룡항,126,34,,,전라남도 진도군 진도읍 수유리 1072-6,
금갑항,126,34,,,전라남도 진도군 의신면 금갑리 383-2,
동헌항,126,34,,,전라남도 진도군 임회면 죽림리 436-16,
보전항,126,34,,,전라남도 진도군 지산면 보전리 1151-8,
하저항,129,36,,,경상북도 영덕군 강구면 하저리 776,
사진2항,129,36,,,경상북도 영덕군 영해면 사진리 621-4,
대진3항,129,36,,,경상북도 영덕군 영해면 대진리 471-4,
대진1항,129,36,,,경상북도 영덕군 영해면 대진리 473,
대부항,129,36,,,경상북도 영덕군 영덕읍 대부리 303-7,
경정2항,129,36,,,경상북도 영덕군 축산면 경정리 101-6,
석호항,129,37,,,경상북도 울진군 북면 나곡리 50-22,
죽진항,129,37,,,경상북도 울진군 울진읍 연지리 8-13,
동정항,129,36,,,경상북도 울진군 근남면 진복리 205-10,
금음항,129,36,,,경상북도 울진군 후포면 금음리 226-4,
울진항,129,36,,,경상북도 울진군 울진읍 연지리 80-10,
죽곡항,128,35,,,경상남도 창원시 진해구 웅천동 554-4,
명동항,128,35,,,경상남도 창원시 진해구 웅천동 621-8,
삼포항,128,35,,,경상남도 창원시 진해구 웅천동 78-6,
행암항,128,35,,,경상남도 창원시 진해구 풍호동 121-44,
잠도항,128,35,,,경상남도 창원시 진해구 태평동 산96-1,
우도항,128,35,,,경상남도 창원시 진해구 웅천동 627-1,
중화항,128,34,,,경상남도 통영시 산양읍 연화리 880-2,
궁항항,128,34,,,경상남도 통영시 궁항길 46-8,
모상항,128,34,,,경상남도 통영시 산양읍 풍화리 753-4,
수월항,128,34,,,경상남도 통영시 풍화일주로 541-13 ,
고다골항,128,34,,,경상남도 통영시 풍화일주로 772 ,
양화항,128,34,,,경상남도 통영시 산양읍 풍화리 220-5,
대항항,128,34,,,경상남도 통영시 추도일주로 6-1,
미조항,128,34,,,경상남도 통영시 산양읍 추도리 514-4,
오촌항,128,34,,,경상남도 통영시 용남면 동달리 33-3,
연기항,128,34,,,경상남도 통영시 용남면 장평리 996-1,
적촌항,128,34,,,경상남도 통영시 원평길 302 ,
내포항,128,34,,,경상남도 통영시 원평길 479 ,
대방포항,128,34,,,경상남도 통영시 대방길 63-39 ,
삼화항,128,34,,,경상남도 통영시 삼화양촌길 99 ,
신리항,128,34,,,경상남도 통영시 용남면 장문리 117-1,
대안항,128,34,,,경상남도 통영시 용남면 장문리 525,
기호항,128,34,,,경상남도 통영시 용남면 장문리 1055-3,
어의항,128,34,,,경상남도 통영시 용남면 어의리 산117-7,
수도항,128,34,,,경상남도 통영시 수도길 98 ,
동부항,128,34,,,경상남도 통영시 용남면 지도리 374-4,
거망항,128,34,,,경상남도 통영시 용남면 지도리 25-6,
서부항,128,34,,,경상남도 통영시 서부길 54-23 ,
내촌항,128,34,,,경상남도 통영시 광도면 황리 365-6,
구집항,128,34,,,경상남도 통영시 덕포로 408 ,
창포항,128,34,,,경상남도 통영시 덕포로 290-63 ,
손덕항,128,34,,,경상남도 통영시 덕포로 258,
조암항,128,34,,,경상남도 통영시 광도면 죽림리 1564,
상리항,128,34,,,경상남도 통영시 상리길 38,
용초항,128,34,,,경상남도 통영시 한산면 용호리 969-1,
봉암항,128,34,,,경상남도 통영시 한산면 추봉리 911-4,
소고포항,128,34,,,경상남도 통영시 한산면 세작목길40 ,
여차항,128,34,,,경상남도 통영시 한산면 하소리 460-12,
관암항,128,34,,,경상남도 통영시 한산면 하소리 626-6,
동좌항,128,34,,,경상남도 통영시 한산면 창좌리 1-3,
서좌항,128,34,,,경상남도 통영시 한산면 창좌리 340-5,
대항항,128,34,,,경상남도 통영시 사량면 금평리 산66-8,
옥동항,128,34,,,경상남도 통영시 사량면 금평리 833-3,
내지항,128,34,,,경상남도 통영시 사량면 돈지리 237,
